index,Year,Location (State),CHEMICAL,COMMERCIAL FACILITIES,COMMUNICATIONS,CRITICAL MANUFACTURING,DEFENSE INDUSTRIAL BASE,EDUCATION FACILITIES SUBSECTOR,EMERGENCY SERVICES,ENERGY,FINANCIAL SERVICES,FOOD AND AGRICULTURE,GOVERNMENT FACILITIES,HEALTHCARE AND PUBLIC HEALTH,INFORMATION TECHNOLOGY,"NUCLEAR REACTORS, MATERIALS, AND WASTE",TRANSPORTATION SYSTEMS,WATER AND WASTEWATER SYSTEMS,1 day or less,1 month or less,1 week or less,More than 1 month,Never Recovered,$1000 or less,$100000 or less,$1000000 or less,$50000 or less,$5000000 or less,More than $5000000,NO,YES,Active Sanctions,Iran Sanctions,China Sanctions,Russia Sanctions,North Korea Sanctions,Trade Sanctions,Financial Sanctions,Travel Sanctions,Score,Legal Measures,Technical Measures,Organizational Measures,Capacity Development,Cooperative Measures,Breach Incidents,Internet Users
109,2017,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,20.0,15.59,13.41,18.76,15.89,1767.5,38.70116262
110,2017,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10.7,0.83,0.0,0.0,0.0,4.07,843.0,24.2
111,2017,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,18.2,16.8,20.0,18.6,14.4,2207.5,55.4032403
112,2017,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,12.55,0.0,6.39,0.0,0.0,54327.0,53.03178861
113,2017,"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,15.61,17.9,14.7,16.13,17.34,75924.0,35.30405287
114,2017,"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,10,7,66.2,0.0,0.0,0.0,0.0,0.0,9484.5,49.9
115,2017,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,75.1,16.73,16.86,13.21,13.09,15.89,571.0,97.05297684
116,2017,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46.5,16.0,12.77,12.7,13.75,17.34,13539.0,23.71426517
117,2017,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,8,14,12,63.9,9.0,6.02,3.13,1.23,6.82,54227.5,71.27233254
118,2017,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.9,14.61,7.48,12.0,3.18,15.97,19932.0,61.76221201
119,2017,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.8,18.4,17.94,12.37,15.24,18.46,1221.0,7.796326608
120,2017,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,7.46,8.19,4.62,3.92,0.0,114219.5,23.62108195
121,2017,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,9.39,3.64,4.71,8.92,9.75,1530.0,36.83740647
122,2017,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,2.84,0.0,0.0,2.34,0.0,470.0,62.38512451
123,2017,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,9.91,0.0,0.0,3.18,8.33,11573.0,24.3
124,2017,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,2,1,11,29,22,88.5,15.61,5.94,9.58,9.6,4.26,130227.5,93.19727891
125,2017,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,78.9,20.0,19.84,18.98,18.82,19.41,52441.0,87.7
126,2017,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,19.24,14.19,17.27,17.71,15.63,5619.0,30.4
127,2017,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,9.4,4.74,0.0,0.0,0.0,4.26,1078.5,10.22431156
128,2017,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,65.0,5.87,0.0,0.0,1.23,4.26,35510.0,33.2
129,2017,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,11,9,80.0,19.11,15.57,17.64,16.84,17.34,3990.5,74.51682418
130,2017,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,9,15,13,89.2,20.0,17.09,18.98,12.21,16.48,18013.5,96.3576013
131,2017,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.8,20.0,1237.0,18.98,18.57,20.0,13623.0,80.18563573
132,2017,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.7,20.0,18.86,18.98,19.04,20.0,138109.5,13.78
133,2017,"Palestine, State of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.7,13.05,14.15,15.82,6.58,10.04,17918.0,63.3
134,2017,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9,20.0,16.64,20.0,20.0,19.41,6312.0,59.9506309
135,2017,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,15.97,12.26,11.01,17.25,8.38,1280.0,11.20919659
136,2017,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,10.41,10.94,2.37,6.12,4.26,4674.5,61.07575622
137,2017,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.1,9.26,2.18,0.0,7.3,7.59,52130.5,50.45041218
138,2017,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3,14.15,10.94,13.06,6.79,12.14,315558.0,41.6
139,2017,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,2,1,11,30,23,81.5,20.0,11.58,5.63,5.32,13.15,558788.0,75.98536595
140,2017,Portugal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40,0,1,2,1,11,29,22,75.8,20.0,13.0,11.85,12.74,19.41,47282.0,73.79121395
141,2017,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.0,19.35,20.0,14.74,19.77,20.0,24744.5,97.38884917
142,2017,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,2,1,11,30,23,56.8,20.0,16.64,18.46,20.0,19.41,77759.0,63.74728218
143,2017,Russian Federation,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,8,0,1,83.6,19.7,16.2,17.7,16.6,13.5,3370939.5,76.00813853
144,2017,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,15.7,11.7,17.8,13.7,10.8,5477.5,17.2
145,2017,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,18.6,18.4,6.42,12.88,20.0,509.5,80.71019081
146,2017,Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,5.0,0.0,0.0,3.18,4.26,492.0,66.4
147,2017,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,6.7,0.0,0.0,0.0,4.26,1220.0,53.7
148,2017,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,10.95,0.0,0.0,1.23,0.0,2459.5,39.4
149,2017,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7.5,11.15,0.73,13.37,0.0,4.07,304.5,60.18230126
150,2017,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,3.77,0.0,1.69,0.0,8.37,1557.5,29.9312292
151,2017,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,88.1,19.3,15.4,19.2,17.1,15.1,79037.0,94.17559961
152,2017,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,30.5,9.94,0.0,1.44,0.0,4.26,1618.0,29.64312367
153,2017,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,10,8,64.3,7.82,10.5,6.66,4.58,6.3,8773.5,70.33083553
154,2017,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,19.1,18.99,18.67,14.66,18.38,5280.5,58.76981124
155,2017,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,13.8,7.73,0.0,1.44,1.23,2.83,716.0,13.23693043
156,2017,Singapore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.8,20.0,18.6,19.2,19.5,12.5,49177.0,84.45226789
157,2017,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,2,1,11,30,23,72.9,6.54,4.11,8.16,2.24,4.26,52767.5,81.62566752
158,2017,Slovenia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,41,0,1,2,1,11,30,23,70.1,20.0,20.0,18.64,17.5,16.22,5325.0,78.88542636
159,2017,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,20.0,11.38,13.71,17.72,12.11,619.0,11.92422906
160,2017,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,0.0,4.07,4022.5,2.004048698
161,2017,South Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,0.0,3.25,6.17,1.52,6.31,78372.0,56.16739447
162,2017,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,16.82,15.85,12.5,15.37,17.93,64875.0,4.1
163,2017,Spain,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,41,0,1,2,1,12,29,22,89.6,2.63,0.0,0.0,0.0,3.12,404708.5,84.6022457
164,2017,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,20.0,19.54,18.98,20.0,20.0,106617.5,32.25
165,2017,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.4,9.02,11.36,2.34,2.46,0.0,3363.5,18.6
166,2017,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,12.43,13.81,5.41,3.38,0.0,1506.5,48.94517397
167,2017,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,40,0,1,2,1,11,29,22,81.0,11.13,7.04,1.69,7.08,4.26,39023.5,93.00626697
168,2017,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,7,10,6,78.8,20.0,18.86,18.46,19.57,17.7,54699.0,89.68614767
169,2017,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.7,13.62,18.85,17.4,17.69,19.41,17153.5,32.7
170,2017,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26.3,9.8,7.85,4.49,0.0,0.0,14305.0,21.96
171,2017,"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,10.22,0.0,5.63,1.25,0.0,2245.5,15.99999943
172,2017,Thailand,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6,18.54,18.31,16.6,17.72,19.41,103402.5,52.89192934
173,2017,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0.0,0.0,0.0,4.26,563.5,24.2
174,2017,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,8.7,19.18,4.9,3.61,0.0,5.49,1398.0,12.36022497
175,2017,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,2.63,3.27,1.69,1.52,11.85,610.5,46.2
176,2017,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,7.94,7.38,3.18,3.69,0.0,6354.5,70.6
177,2017,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.6,20.0,19.54,12.21,16.96,17.52,9063.0,55.50015506
178,2017,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,8,10,85.3,20.0,19.54,17.96,20.0,20.0,426363.5,64.68461768
179,2017,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11.5,10.22,0.0,0.0,0.0,4.26,11630.5,21.25099741
180,2017,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0.0,0.0,0.0,1.71,4.07,18755.0,35.2
181,2017,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.1,15.64,14.19,13.65,10.87,15.63,3682.0,5.9
182,2017,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,3,5,5,66.1,17.46,11.6,13.06,10.94,12.87,420613.5,58.88947945
183,2017,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,80.7,20.0,19.08,18.98,20.0,20.0,61691.0,94.81992254
184,2017,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,1,0,93.1,20.0,19.1,20.0,18.9,15.1,357846.0,90.42455049
185,2017,United States,0,1,2,0,0,12,10,0,0,2,23,2,0,0,2,0,0,3,8,2,0,3,1,1,15,0,0,34,6,92,2,2,2,6,39,59,30,92.6,20.0,18.4,20.0,19.1,15.1,3587350.0,87.27488917
186,2017,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1,12.0,12.4,18.6,13.1,12.0,8910.0,70.3223544
187,2017,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,66.6,12.3,14.2,11.2,14.3,14.4,21088.0,48.69999885
188,2017,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3.69,2.18,2.95,0.0,4.07,4741.5,30.8
189,2017,Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,69.3,20.0,16.31,18.98,19.26,20.0,211060.0,58.14
190,2017,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0,0.0,12507.5,26.71835477
191,2017,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,20.0,13.82,15.86,8.07,11.12,2126.5,12.2
192,2017,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,16.73,0.0,3.84,5.52,10.4,3819.5,24.4
193,2018,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.7,0.4,1.46,3.35,0.0,0.0,69564.5,16.8
194,2018,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,9,14,12,63.1,18.13,13.12,13.18,12.12,7.78,11089.0,65.4
195,2018,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,26.2,12.46,2.73,1.44,10.07,7.25,18522.0,49.03846808
196,2018,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11.5,8.37,4.11,0.0,4.41,9.49,1305.0,91.56746703
197,2018,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,6.7,0.0,0.0,0.0,6.3,1634.5,29.0
198,2018,Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,11.36,0.0,0.0,0.0,4.26,866.5,73.0
199,2018,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,12.15,13.75,8.29,4.38,11.35,51721.0,77.7
200,2018,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,9,9,49.5,12.87,13.86,4.87,7.85,11.01,3337.5,68.24505226
201,2018,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,3,10,7,89.0,20.0,17.4,20.0,17.6,13.9,330289.5,90.0
202,2018,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,2,1,11,28,21,82.6,19.43,20.0,17.64,19.13,17.7,27188.5,87.47913723
203,2018,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,65.3,20.0,19.19,13.14,16.99,20.0,22376.0,79.79999549
204,2018,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,12.85,0.0,0.0,0.52,0.0,3084.5,83.0
205,2018,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,2,58.5,20.0,12.12,15.11,16.77,13.86,19453.5,98.64467258
206,2018,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.5,14.86,16.77,16.39,17.03,16.22,24155.5,23.44
207,2018,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,12.63,0.0,0.0,0.0,4.26,2982.5,82.48
208,2018,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,57.8,10.36,9.5,8.31,7.88,14.51,63775.0,79.12988669
209,2018,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,2,1,11,29,21,81.4,20.0,20.0,16.25,20.0,20.0,31541.0,88.647343
210,2018,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,5.77,0.0,3.01,1.52,0.0,14387.5,49.8
211,2018,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,48.5,17.42,13.94,19.48,13.6,15.63,2306.0,19.0
212,2018,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,8.3,4.12,3.47,2.45,0.0,6259.5,63.5
213,2018,"Bolivia, Plurinational State of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,5.13,2.18,0.0,4.58,4.26,5007.5,44.2861422
214,2018,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,8,7,20.4,10.41,6.56,1.02,3.12,8.33,3915.5,70.12013504
215,2018,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,16.44,4.95,14.16,13.23,4.26,3334.5,58.0
216,2018,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,20.0,18.73,18.98,19.48,19.41,865962.5,70.43428254
217,2018,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.4,14.06,14.19,10.84,12.85,4.12,3693.5,95.0
218,2018,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,2,1,11,29,22,72.1,17.34,7.84,13.72,14.92,13.57,20728.0,64.78201069
219,2018,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,40.0,9.47,10.25,8.75,3.47,8.04,4654.5,8.5
220,2018,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,1.73,0.0,0.0,0.0,0.0,847.0,2.7
221,2018,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,5.1,3.77,0.0,5.0,1.96,7.0,306.5,59.5
