case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
897,Libya,Canada,2011,2022,1,"exp_part, imp_part",1,1,1,0,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
899,Libya,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Armenia, Georgia",2011,2022,1,exp_part,0,0,1,1,0,0,1,human_rights,ongoing
902,Libya,Switzerland,2011,2022,1,exp_part,0,0,1,1,0,0,0,human_rights,ongoing
903,Libya,UN,2011,2022,0,,1,1,1,1,1,0,1,human_rights,ongoing
904,Libya,United States,2011,2022,0,,0,0,1,0,1,0,0,human_rights,ongoing
906,Panama,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
907,South Sudan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Armenia",2011,2022,0,,1,1,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
908,Syria,Australia,2011,2022,1,"exp_part, imp_part",1,1,1,1,0,0,0,human_rights,ongoing
909,Syria,Canada,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
911,Syria,League of Arab States,2011,2022,1,"exp_part, imp_part",1,0,1,1,1,0,1,human_rights,ongoing
913,Syria,United States,2011,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
914,Terrorist Organizations (Al-Qaeda),UN,2011,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
915,Terrorist Organizations (Taliban),UN,2011,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
916,Tunisia,Canada,2011,2022,0,,0,0,1,0,0,0,0,other,ongoing
917,Tunisia,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Armenia",2011,2022,0,,0,0,1,0,0,0,1,other,ongoing
918,Tunisia,Switzerland,2011,2022,0,,0,0,1,0,0,0,0,other,ongoing
919,Belize,United States,2012,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
921,Democratic Republic of the Congo,United States,2012,2022,0,,0,0,1,1,0,0,0,end_war,ongoing
923,Guinea-Bissau,ECOWAS,2012,2022,0,,0,0,1,1,1,0,1,democracy,ongoing
925,Guinea-Bissau,Switzerland,2012,2022,0,,0,0,1,1,0,0,0,democracy,ongoing
926,Guinea-Bissau,UN,2012,2022,0,,0,0,0,1,0,0,1,democracy,ongoing
938,Myanmar,Australia,2012,2022,0,,1,1,1,0,0,0,0,human_rights,ongoing
939,Myanmar,Canada,2012,2022,0,,1,1,1,0,0,0,0,human_rights,ongoing
940,Myanmar,Switzerland,2012,2022,0,,1,1,0,0,0,0,0,human_rights,ongoing
949,Somalia,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia",2012,2022,1,imp_part,0,0,0,0,0,0,1,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
950,Somalia,UN,2012,2022,1,imp_part,0,0,0,0,0,0,1,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
951,Somalia,United States,2012,2022,1,imp_part,0,0,0,0,0,0,0,"territorial_conflict,democracy,human_rights","ongoing,ongoing,ongoing"
952,Syria,Canada,2012,2022,1,exp_part,0,0,1,1,0,0,0,"human_rights,destab_regime","ongoing,ongoing"
953,Syria,OIC,2012,2022,0,,0,0,0,0,1,0,1,human_rights,ongoing
954,Syria,Switzerland,2012,2022,1,exp_part,1,1,1,1,1,0,0,"human_rights,end_war","ongoing,ongoing"
956,"Yemen, North",United States,2012,2022,0,,0,0,1,0,0,0,0,prevent_war,ongoing
957,Belize,United States,2013,2022,1,imp_part,0,0,0,0,0,0,0,other,ongoing
960,Central African Republic,UN,2013,2022,0,,1,1,0,0,0,0,1,"end_war,human_rights","ongoing,ongoing"
963,Egypt,"EU, Croatia, Macedonia, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Moldova, Georgia",2013,2022,1,exp_part,1,0,0,0,0,0,1,"human_rights,democracy","ongoing,ongoing"
966,Greece,United States,2013,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
968,North Korea,UN,2013,2022,0,,0,0,1,0,0,0,1,prevent_war,ongoing
973,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Serbia, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2013,2022,1,exp_part,1,1,0,0,0,0,1,human_rights,ongoing
974,Nigeria,United States,2013,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"territorial_conflict,terrorism,democracy,human_rights","ongoing,ongoing,ongoing,ongoing"
976,Somalia,Switzerland,2013,2022,1,imp_part,0,0,0,0,0,0,0,"end_war,human_rights,terrorism","ongoing,ongoing,ongoing"
977,Syria,Canada,2013,2022,1,exp_part,0,0,0,0,0,0,0,human_rights,ongoing
978,Syria,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Moldova",2013,2022,1,"exp_part, imp_part",1,0,1,0,0,0,1,"human_rights,end_war","ongoing,ongoing"
980,Armenia,United Kingdom,2014,2022,1,exp_part,0,0,0,0,0,0,0,end_war,ongoing
981,Australia,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
982,Azerbaijan,United Kingdom,2014,2022,1,exp_part,0,0,0,0,0,0,0,end_war,ongoing
984,Canada,Russia,2014,2022,1,imp_part,0,0,0,1,0,0,0,policy_change,ongoing
985,Central African Republic,EU,2014,2022,0,,1,1,0,1,0,0,1,"end_war,human_rights","ongoing,ongoing"
986,Central African Republic,UN,2014,2022,0,,0,0,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
987,Central African Republic,United States,2014,2022,0,,0,0,1,1,0,0,0,"prevent_war,human_rights","ongoing,ongoing"
989,EU,Russia,2014,2022,1,imp_part,0,0,0,0,0,1,0,policy_change,ongoing
991,Guinea,"EU, Turkey, Croatia, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Iceland",2014,2022,0,,0,0,1,1,0,0,1,human_rights,ongoing
992,Guinea,Switzerland,2014,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
993,Israel,"Spain, United Kingdom",2014,2022,1,exp_part,1,0,0,0,0,0,1,prevent_war,ongoing
995,Malawi,United Kingdom,2014,2022,0,,0,0,1,0,0,0,0,other,ongoing
996,Nigeria,UN,2014,2022,0,,1,0,1,1,0,0,1,"territorial_conflict,terrorism","ongoing,ongoing"
997,Norway,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
998,Russia,Australia,2014,2022,1,exp_part,1,1,1,1,0,0,0,policy_change,ongoing
999,Russia,Canada,2014,2022,1,exp_part,0,0,1,0,0,0,0,policy_change,ongoing
1000,Russia,EU,2014,2022,1,"exp_part, imp_part",1,1,1,0,0,0,1,policy_change,ongoing
1001,Russia,"EU, Montenegro, Iceland, Albania, Liechtenstein, Norway, Ukraine",2014,2022,1,imp_part,0,0,1,1,0,0,1,policy_change,ongoing
1002,Russia,Japan,2014,2022,1,imp_part,0,1,1,1,0,0,0,policy_change,ongoing
1003,Russia,New Zealand,2014,2022,0,,0,0,1,1,1,0,0,policy_change,ongoing
1004,Russia,Switzerland,2014,2022,1,"exp_part, imp_part",1,1,1,0,0,0,0,policy_change,ongoing
1005,Russia,United States,2014,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"policy_change,prevent_war","ongoing,ongoing"
1006,South Sudan,Canada,2014,2022,0,,0,0,1,0,0,0,0,"human_rights,end_war","ongoing,ongoing"
1007,South Sudan,EU,2014,2022,0,,0,0,1,1,0,0,1,"territorial_conflict,end_war","ongoing,ongoing"
1008,South Sudan,United States,2014,2022,0,,0,0,1,1,0,0,0,"human_rights,prevent_war,end_war","ongoing,ongoing,ongoing"
1010,Terrorist Organizations (ISIL and ANF),UN,2014,2022,0,,1,1,1,1,0,1,1,terrorism,ongoing
1014,Ukraine,Australia,2014,2022,0,,0,0,1,1,0,0,0,policy_change,ongoing
1015,Ukraine,Canada,2014,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,policy_change,ongoing
1016,Ukraine,EU,2014,2022,0,,0,0,1,1,0,0,1,other,ongoing
1018,Ukraine,"EU, Montenegro, Iceland, Albania, Liechtenstein, Norway, Moldova",2014,2022,1,"exp_part, imp_part",0,0,1,1,1,0,1,policy_change,ongoing
1019,Ukraine,Japan,2014,2022,1,imp_part,1,1,1,1,0,0,0,policy_change,ongoing
1022,Ukraine,Switzerland,2014,2022,1,"exp_part, imp_part",1,0,1,0,0,0,0,policy_change,ongoing
1023,Ukraine,United States,2014,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,policy_change,ongoing
1024,United States,Russia,2014,2022,1,imp_part,0,0,0,0,0,0,0,policy_change,ongoing
1025,"Yemen, North",UN,2014,2022,0,,0,0,1,1,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1027,"Albania, Montenegro, Liechtenstein, Iceland",Russia,2015,2022,1,imp_part,0,0,0,0,0,1,0,policy_change,ongoing
1028,Burundi,Belgium,2015,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
1033,North Korea,United States,2015,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,prevent_war,ongoing
1037,Venezuela,United States,2015,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,democracy","ongoing,ongoing"
1038,"Yemen, North",EU,2015,2022,0,,1,1,1,1,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1039,"Yemen, North",UN,2015,2022,0,,1,1,0,0,0,0,1,"end_war,terrorism,human_rights","ongoing,ongoing,ongoing"
1040,Burundi,EU,2016,2022,0,,0,0,1,0,0,0,1,"democracy,human_rights","failed,failed"
1041,Burundi,United States,2016,2022,0,,0,0,1,0,0,0,0,"end_war,democracy,human_rights","failed,failed,failed"
1042,Democratic Republic of the Congo,United States,2016,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
1045,Iran,Canada,2016,2022,1,exp_part,0,0,1,0,0,0,0,prevent_war,ongoing
1047,North Korea,United States,2016,2022,1,exp_compl,0,0,1,1,0,0,0,prevent_war,ongoing
1049,Libya,United States,2016,2022,0,,0,0,0,1,0,0,0,human_rights,ongoing
1053,Cambodia,United States,2017,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1055,China,United States,2017,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1057,Eritrea,United States,2017,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1058,"Gambia, The",United States,2017,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1062,Kenya,United States,2017,2022,0,,0,0,1,0,0,0,0,other,ongoing
1063,North Korea,Burkina Faso,2017,2022,1,imp_compl,0,0,0,0,0,0,0,policy_change,ongoing
1064,North Korea,United States,2017,2022,1,"exp_part, imp_part",0,0,1,1,1,0,0,prevent_war,ongoing
1065,Libya,United States,2017,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1066,Mali,UN,2017,2022,0,,0,0,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1072,Russia,United States,2017,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1074,Somalia,United States,2017,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1076,Syria,United States,2017,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1077,Venezuela,Canada,2017,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1078,Venezuela,"EU, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Iceland, Liechtenstein, Norway, Moldova, Georgia",2017,2022,1,exp_part,1,1,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1079,Venezuela,Peru,2017,2022,0,,0,0,0,0,1,0,0,"democracy,human_rights","ongoing,ongoing"
1080,Venezuela,United States,2017,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights,terrorism","ongoing,ongoing,ongoing"
1081,"Yemen, North",United States,2017,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1082,Belize,United States,2018,2022,0,,0,0,1,0,0,0,0,"human_rights,other","ongoing,ongoing"
1083,Burkina Faso,United States,2018,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
1084,Cambodia,Australia,2018,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
1085,Cambodia,United States,2018,2022,0,,0,1,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
1087,China,United States,2018,2022,1,"exp_part, imp_part",1,0,1,0,0,0,0,policy_change,ongoing
1088,Colombia,United States,2018,2022,0,,0,0,1,0,0,0,0,other,ongoing
1089,Dominican Republic,United States,2018,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1090,Ghana,United States,2018,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1091,Guinea-Bissau,ECOWAS,2018,2022,0,,0,0,1,1,0,0,1,policy_change,ongoing
1092,Indonesia,Australia,2018,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
1093,Iran,South Korea,2018,2022,1,imp_part,0,0,0,0,0,0,0,prevent_war,ongoing
1094,Iran,United States,2018,2022,1,"exp_part,imp_part",0,0,1,1,0,0,0,terrorism,ongoing
1095,Laos,United States,2018,2022,0,,0,0,0,1,0,0,0,policy_change,failed
1096,Lebanon,United States,2018,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1097,Myanmar,Switzerland,2018,2022,0,,0,0,1,1,0,0,0,"human_rights,democracy","ongoing,ongoing"
1098,Myanmar,United States,2018,2022,0,,0,0,0,1,0,0,0,other,ongoing
1099,Nicaragua,United States,2018,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,democracy,other","ongoing,ongoing,ongoing"
1102,Saudi Arabia,"United States, France, Germany, Canada",2018,2022,1,"exp_part, imp_part",0,0,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1103,Sierra Leone,United States,2018,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1104,South Sudan,United States,2018,2022,0,,1,0,0,0,0,0,0,"territorial_conflict,end_war","ongoing,ongoing"
1105,Tanzania,Denmark,2018,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1106,Tanzania,EU,2018,2022,0,,0,0,1,0,1,0,1,human_rights,ongoing
1108,Venezuela,Switzerland,2018,2022,1,exp_part,1,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1109,Cambodia,United States,2019,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1110,Cameroon,United States,2019,2022,0,,0,0,1,0,0,0,0,democracy,ongoing
1111,China,United States,2019,2022,1,"exp_part, imp_part",0,0,0,1,0,0,0,human_rights,ongoing
1112,Dominican Republic,United States,2019,2022,0,,0,0,1,0,0,0,0,other,ongoing
1120,Iran,United States,2019,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
1121,Iraq,United States,2019,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"democracy,human_rights,other","ongoing,ongoing,ongoing"
1123,Latvia,United States,2019,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1124,Lebanon,Argentina,2019,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1126,Mali,United States,2019,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights,terrorism","ongoing,ongoing,ongoing"
1127,Myanmar,United States,2019,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1128,Nicaragua,Canada,2019,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,human_rights,ongoing
1130,Nigeria,United States,2019,2022,0,,0,0,0,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1131,Pakistan,United States,2019,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1132,South Africa,United States,2019,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1133,"Syria, Russia, Iran",United States,2019,2022,0,,0,0,1,1,0,1,0,"end_war,human_rights","ongoing,ongoing"
1134,Turkey,EU,2019,2022,0,,0,0,1,1,0,0,1,policy_change,ongoing
1136,Venezuela,United States,2019,2022,1,imp_part,0,0,1,0,1,0,0,"human_rights,democracy","ongoing,ongoing"
1137,Afghanistan,United Kingdom,2020,2022,0,,1,1,1,1,1,0,0,"terrorism,end_war","ongoing,ongoing"
1138,Belarus,EU,2020,2022,0,,0,0,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1139,Belarus,"Lithuania, Latvia, Estonia",2020,2022,0,,0,0,0,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1140,Burundi,United States,2020,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1141,Central African Republic,United States,2020,2022,1,"exp_part,imp_part",0,0,1,1,0,0,0,human_rights,ongoing
1142,Ceylon,United States,2020,2022,0,,0,0,0,1,0,0,0,human_rights,ongoing
1143,China,United States,2020,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,other","ongoing,ongoing"
1144,El Salvador,United States,2020,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1145,"Estonia, Latvia, Lithuania",Belarus,2020,2022,0,,0,0,0,1,0,1,0,policy_change,ongoing
1146,Ethiopia,EU,2020,2022,0,,0,0,0,1,0,0,1,end_war,ongoing
1147,Ethiopia,United States,2020,2022,0,,0,0,0,1,0,0,0,end_war,ongoing
1148,"Gambia, The",United Kingdom,2020,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1149,"Gambia, The",United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1150,Haiti,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
1151,Hong Kong,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1152,Iran,United States,2020,2022,1,"exp_part,imp_part",0,0,1,1,0,0,0,"terrorism,policy_change","ongoing,ongoing"
1153,Jamaica,United States,2020,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1154,Kyrgyzstan,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1155,"Latvia, Lithuania, Estonia",Belarus,2020,2022,0,,0,0,0,1,0,1,0,policy_change,ongoing
1156,Lebanon,EU,2020,2022,0,,0,0,0,1,0,0,1,terrorism,ongoing
1157,Lebanon,Lithuania,2020,2022,0,,0,0,0,1,0,0,0,terrorism,ongoing
1158,Lebanon,United States,2020,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,terrorism,ongoing
1160,Liberia,United States,2020,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,other,ongoing
1161,Libya,EU,2020,2022,0,,0,0,1,1,0,0,1,"policy_change,human_rights","ongoing,ongoing"
1162,Libya,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"other,destab_regime","ongoing,ongoing"
1163,Mali,United States,2020,2022,0,,0,1,0,0,0,0,0,"end_war,democracy","ongoing,ongoing"
1164,Malta,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"other,destab_regime","ongoing,ongoing"
1165,Moldova,United States,2020,2022,0,,0,0,0,1,0,0,0,other,ongoing
1166,Nicaragua,EU,2020,2022,0,,0,0,1,1,0,0,1,human_rights,ongoing
1167,Nicaragua,United Kingdom,2020,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1168,Russia,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
1169,South Vietnam,United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1170,Syria,United States,2020,2022,0,,0,0,1,0,0,0,0,end_war,ongoing
1171,Tanzania,United States,2020,2022,0,,0,0,0,1,0,0,0,human_rights,ongoing
1172,Turkey,United States,2020,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,policy_change,ongoing
1173,Venezuela,United States,2020,2022,1,"exp_compl,imp_part",0,0,1,0,0,0,0,democracy,ongoing
1174,"Yemen, North",United States,2020,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,human_rights,ongoing
1175,Afghanistan,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,terrorism,ongoing
1176,Albania,United States,2021,2022,0,,0,0,0,1,0,0,0,other,ongoing
1177,Angola,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,other,ongoing
1178,Bangladesh,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,other","ongoing,ongoing"
1179,Belarus,EU,2021,2022,0,,0,0,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
1180,Belarus,"EU, Macedonia, Montenegro, Serbia, Albania",2021,2022,0,,0,0,0,1,1,0,1,"democracy,human_rights","ongoing,ongoing"
1181,Belarus,United Kingdom,2021,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1182,Belarus,United States,2021,2022,0,,0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
1183,Brazil,United States,2021,2022,0,,0,0,1,0,0,0,0,other,ongoing
1184,Bulgaria,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1185,Burundi,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,"democracy,human_rights","failed,failed"
1186,Cambodia,United States,2021,2022,0,,1,0,0,0,0,0,0,"policy_change,human_rights,other","ongoing,ongoing,ongoing"
1187,Cameroon,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,other,ongoing
1188,Cameroon,United States,2021,2022,0,,0,0,0,1,0,0,0,"end_war,human_rights","ongoing,ongoing"
1189,Central African Republic,EU,2021,2022,0,,0,1,0,0,0,0,1,"policy_change,prevent_war","ongoing,ongoing"
1190,Central African Republic,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"end_war,human_rights,other","ongoing,ongoing,ongoing"
1191,Central African Republic,United States,2021,2022,1,"exp_part,imp_part",0,0,1,0,0,0,0,human_rights,ongoing
1192,Ceylon,United States,2021,2022,0,,0,0,0,1,0,0,0,human_rights,ongoing
1193,China,Canada,2021,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1194,China,EU,2021,2022,0,,0,0,1,1,0,0,1,"policy_change,human_rights","ongoing,ongoing"
1195,China,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,human_rights,ongoing
1196,China,United States,2021,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1197,Democratic Republic of the Congo,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"end_war,human_rights,democracy","ongoing,ongoing,ongoing"
1198,Democratic Republic of the Congo,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"terrorism,other","ongoing,ongoing"
1199,EU,China,2021,2022,1,"exp_part, imp_part",0,0,0,1,0,1,0,policy_change,ongoing
1200,EU,Russia,2021,2022,0,,0,0,0,1,0,1,0,policy_change,ongoing
1201,Egypt,United Kingdom,2021,2022,1,exp_part,1,0,0,0,0,0,0,"human_rights,democracy","ongoing,ongoing"
1203,Egypt,United States,2021,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1204,El Salvador,United States,2021,2022,0,,0,0,1,1,0,0,0,"policy_change,democracy,other","ongoing,ongoing,ongoing"
1205,Equatorial Guinea,United Kingdom,2021,2022,0,,0,0,1,1,0,0,0,other,ongoing
1206,Eritrea,United States,2021,2022,0,,0,0,1,0,0,0,0,end_war,ongoing
1207,Ethiopia,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,"human_rights,end_war","ongoing,ongoing"
1208,Guatemala,United States,2021,2022,0,,0,0,0,1,0,0,0,"democracy,other","ongoing,ongoing"
1209,Guatemala,"United States, United Kingdom",2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,1,"human_rights,other","ongoing,ongoing"
1210,Guinea,African Union,2021,2022,0,,0,0,0,0,1,0,1,"end_war,democracy","ongoing,ongoing"
1211,Guinea,ECOWAS,2021,2022,0,,0,0,1,1,1,0,1,"end_war,democracy","ongoing,ongoing"
1212,Guinea,United Kingdom,2021,2022,0,,0,0,1,1,0,0,0,human_rights,ongoing
1213,Guinea,United States,2021,2022,0,,0,0,1,0,0,0,0,"end_war,democracy","ongoing,ongoing"
1214,Honduras,United States,2021,2022,0,,0,0,0,1,0,0,0,"democracy,other","ongoing,ongoing"
1215,Iran,United States,2021,2022,1,"exp_part,imp_part",0,0,1,0,0,0,0,policy_change,ongoing
1216,Iraq,United Kingdom,2021,2022,0,,1,0,1,0,0,0,0,"terrorism,end_war,prevent_war,other","ongoing,ongoing,ongoing,ongoing"
1217,Iraq,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,other","ongoing,ongoing"
1218,Kuwait,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1219,Lebanon,Australia,2021,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
1220,Lebanon,United Kingdom,2021,2022,0,,1,1,1,1,0,0,0,"terrorism,end_war,other","ongoing,ongoing,ongoing"
1221,Lebanon,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,terrorism,ongoing
1222,Liberia,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,other,ongoing
1223,Libya,United Kingdom,2021,2022,1,exp_part,0,0,1,1,0,0,0,"human_rights,other","ongoing,ongoing"
1224,Libya,United States,2021,2022,0,,0,0,1,0,0,0,0,human_rights,ongoing
1225,Lithuania,China,2021,2022,1,"exp_part, imp_part",0,0,0,0,1,0,0,policy_change,ongoing
1226,Mali,ECOWAS,2021,2022,0,,0,0,0,0,1,0,1,"end_war,democracy","ongoing,ongoing"
1228,Mali,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,other,ongoing
1229,Moldova,United Kingdom,2021,2022,0,,0,0,0,1,0,0,0,policy_change,ongoing
1230,Mozambique,United States,2021,2022,1,"exp_part, imp_part",0,0,1,1,0,0,0,terrorism,ongoing
1231,Myanmar,EU,2021,2022,0,,0,0,1,1,0,0,1,"human_rights,democracy,end_war","ongoing,ongoing,ongoing"
1232,Myanmar,Switzerland,2021,2022,0,,0,0,1,1,0,0,0,"human_rights,democracy","ongoing,ongoing"
1233,Myanmar,United Kingdom,2021,2022,1,exp_part,1,1,1,1,0,0,0,"human_rights,democracy,end_war","ongoing,ongoing,ongoing"
1234,Myanmar,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,democracy,end_war","ongoing,ongoing,ongoing"
1235,Nicaragua,United Kingdom,2021,2022,0,,0,0,1,1,0,0,0,"human_rights,democracy,other","ongoing,ongoing,ongoing"
1236,Nicaragua,United States,2021,2022,0,,0,0,1,0,0,0,0,"human_rights,democracy,other","ongoing,ongoing,ongoing"
1237,Palestine,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
1238,Paraguay,United States,2021,2022,1,"exp_part, imp_part",0,0,1,0,0,0,0,"human_rights,other","ongoing,ongoing"
1239,Philippines,United Kingdom,2021,2022,0,,0,0,1,0,0,0,0,terrorism,ongoing
1240,Russia,United Kingdom,2021,2022,1,"exp_part, imp_part",1,1,1,1,0,0,0,policy_change,ongoing
